video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,publish_month
7C2z4GqqS5E,18.01.06,BTS (방탄소년단) 'FAKE LOVE' Official MV,ibighit,10,2018-05-18 09:00:02+00:00,"BIGHIT|""빅히트""|""방탄소년단""|""BTS""|""BANGTAN""|""방탄""|""FAKE LOVE""|""FAKE_LOVE""|""fake love""",123010920,5613827,206892,1228655,https://i.ytimg.com/vi/7C2z4GqqS5E/default.jpg,False,False,False,"BTS (방탄소년단) 'FAKE LOVE' Official MVDirector : YongSeok Choi (Lumpens)Assistant Director : WonJu Lee, Guzza, HyeJeong Park, MinJe Jeong (Lumpens)Director of Photography : HyunWoo Nam(GDW)Gaffer : HyunSuk Song (Real Lighting)Art Director : JinSil Park Bona Kim (MU:E)Construction Manager : SukKi Song Special Effect : DemolitionBigHit Entertainment. Rights are reserved selectively in the video.Unauthorized reproduction is a violation of applicable laws. Manufactured by BigHit Entertainment, Seoul, KoreaConnect with BTS:http://www.ibighit.com http://twitter.com/BTS_bighit http://twitter.com/BTS_twt https://www.facebook.com/ibighit/http://www.facebook.com/bangtan.officialhttp://instagram.com/BTS.bighitofficialhttp://weibo.com/BTSbighitBU content certified by Big Hit Entertainment",5
xTlNMmZKwpA,18.14.06,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",Cardi B,10,2018-05-29 14:05:10+00:00,"Cardi B|""I Like It""|""Invasion of Privacy""|""Bad Bunny""|""J Balvin""|""Bronx""|""New York""|""Rap""|""Hip Hop""|""Bodak Yellow""|""Bartier Cardi""|""8zSRkr1nQNw""|""Cardi""|""Bardi""",94254507,1816753,102474,101077,https://i.ytimg.com/vi/xTlNMmZKwpA/default.jpg,False,False,False,"Cardi B, Bad Bunny & J Balvin - I Like It from Cardi B's Debut Album Invasion of Privacy available now!Stream/Download: https://CardiB.lnk.to/IOPAYINVASION OF PRIVACY merchandise available here: http://smarturl.it/BardiGangMerchYTFollow Cardi Bhttp://Facebook.com/IAmCardiBhttp://Instagram.com/IAmCardiBhttp://Twitter.com/IAmCardiBhttp://Soundcloud.com/IAmCardiBDirector - Eif RiveraExecutive Producer – Kareem JohnsonVideo Commissioner/VP Video Production – Emmanuelle Cuny-DiopAssociate Director, Video Administration – Lily F ThrallAssistant, Video Production – Trevor Joseph Newton",5
DkeiKbqa02g,18.25.05,"Calvin Harris, Dua Lipa - One Kiss (Official Video)",CalvinHarrisVEVO,10,2018-05-02 23:01:00+00:00,"calvin harris|""calvin harris one kiss""|""calvin harris dua lipa""|""calvin harris dua lipa one kiss""|""one kiss""|""calvin harris dua lipa one kiss graham norton""|""calvin harris radio 1""|""calvin harris dua lipa one kiss live""|""dua lipa one kiss live""|""calvin harris dua lipa one kiss lyrics""|""calvin harris one kiss lyrics""|""calvin harris one kiss live""|""calvin harris feels""|""calvin harris summer""|""calvin harris nuh ready""|""calvin harris slide""|""calvin""|""harris""|""you""",71017021,828626,36928,26279,https://i.ytimg.com/vi/DkeiKbqa02g/default.jpg,False,False,False,Calvin Harris & Dua Lipa – One Kiss (Official Video)Listen/download here: http://smarturl.it/One-Kiss Follow Calvin Harris Radio (playlist): http://smarturl.it/CalvinHarrisRadioSubscribe to Calvin's channel: http://smarturl.it/CHVevo?IQid=YT -------------- Follow Calvin online:  http://calvinharris.comSnapchat: http://smarturl.it/CHSnapchat?IQid=YTInstagram: http://smarturl.it/CHInstagram?IQid=YT        Facebook: http://smarturl.it/CHFacebook?IQid=YT    Twitter: http://smarturl.it/CHTwitter?IQid=YT     Spotify: http://smarturl.it/CHSptfy?IQid=YTSubscribe here: https://goo.gl/EVtTwdFollow Dua online:  http://dualipa.com Snapchat: https://www.snapchat.com/add/dualipaInstagram: https://www.instagram.com/dualipa Facebook: https://www.facebook.com/dualipaofficial Twitter: https://twitter.com/DUALIPA    Spotify: https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46weYouTube: https://www.youtube.com/user/DuaLipa1,5
aJOTlE1K90k,18.09.06,Maroon 5 - Girls Like You ft. Cardi B,Maroon5VEVO,10,2018-05-31 04:00:00+00:00,"Maroon|""Girls""|""Like""|""You""|""Interscope""|""Records*""|""Pop""",66529577,2488565,43464,142410,https://i.ytimg.com/vi/aJOTlE1K90k/default.jpg,False,False,False,"Girls Like You” is out now.http://smarturl.it/GLY For more, visit: https://www.facebook.com/maroon5 https://twitter.com/maroon5 https://www.instagram.com/maroon5 Sign up for updates: http://smarturl.it/Maroon5.NewsMusic video by Maroon 5 performing Girls Like You. © 2018 Interscope Recordshttp://vevo.ly/51VylS",5
vjI4Alon-3Q,18.29.05,Maluma - Marinero (Official Video),MalumaVEVO,10,2018-05-04 10:00:33+00:00,"Maluma Marinero|""Maluma Marinero official video""|""Marinero video oficial""|""latin pop""|""Reggaeton""|""Marinero dance""|""Maluma Marinero karaoke""|""Maluma mix""|""Maluma exitos""|""Maluma Marinero lyrics""|""Marinero letra""|""Maluma best songs""|""music video""|""musica en espanol""|""latin music""|""Marinero remix""|""Reggaeton mix""|""Felices Los 4""|""El Prestamo""|""Chantaje""|""Cuatro Babys""|""Corazon""|""J.Balvin""|""Ozuna""|""Daddy Yankee""|""Nicky Jam""|""live""|""en vivo""|""Maluma Marinero english""|""Latin""",59877217,853193,61049,48391,https://i.ytimg.com/vi/vjI4Alon-3Q/default.jpg,False,False,False,Maluma  – “Marinero”¡NUEVO ÁLBUM “F.A.M.E” DISPONIBLE PARA PRE-ORDENAR AHORA!:iTunes: http://smarturl.it/FAMEi  Apple Music: http://smarturl.it/FAMEa  Spotify: http://smarturl.it/FAMEs  Amazon Music: http://smarturl.it/FAMEam  Google Play: http://smarturl.it/FAMEgpl¡Elige tu plataforma de preferencia!: https://SML.lnk.to/FAME ESCÚCHA Marinero EN LATINO VIBES ....¡SIGUE ESTE PLAYLIST AHORA PARA ESCÚCHAR NUEVA MÚSICA + LOS MEJORES PUNTOS LATINOS DE HOY!Apple Music: http://smarturl.it/LatinoVibesA   Spotify: http://smarturl.it/LatinoVibesS SIGUE A MALUMA EN: Página web oficial: http://www.malumamusik.com Facebook: http://www.facebook.com/MALUMAMUSIK Twitter: http://www.twitter.com/maluma Instagram: http://www.instagram.com/maluma Official  video by Maluma  performing Marinero. (C) 2018 Sony Music Entertainment US Latin LLC,5
ulNswX3If6U,18.09.06,Selena Gomez - Back To You (Lyric Video),Selena Gomez,1,2018-05-10 16:00:11+00:00,"selena gomez|""13 reasons why""|""back to you""|""selena""|""gomez""|""13 reasons""|""netflix""",54863912,922355,18037,41774,https://i.ytimg.com/vi/ulNswX3If6U/default.jpg,False,False,False,"Get 'Back To You,' out now: http://smarturl.it/13ReasonsSoundtrackPreorder 13 Reasons Why Bundles: http://smarturl.it/13RYsoundtrack Subscribe to Selena's 13 Reasons Why Playlist: http://smarturl.it/13ReasonsPlaylistGet exclusive Selena Gomez merch, available at: http://smarturl.it/SelenaStoreSign-up to be the first to hear news from Selena: http://smarturl.it/SelenaGomez.NewsBest of Selena Gomez https://goo.gl/mgJg2sSelena Gomez Audio https://goo.gl/dmJYbdSubscribe for more https://goo.gl/2bTuprIf you or someone you know needs help finding crisis resources, visit: www.13ReasonsWhy.infoIf you are immediately concerned about yourself or a friend, reach out for help. TEXT: 741741www.crisistextline.orgFree, 24/7, confidential. National Suicide Prevention LifelineDIAL: 1-800-273-8255www.suicidepreventionlifeline.orgwww.thetrevorproject.orgProviding crisis and suicide intervention and prevention services for LGBTQ youth.",5
yDiXQl7grPQ,18.01.06,Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,28,2018-05-16 18:16:26+00:00,"AsapSCIENCE|""audio illusion""|""yanny""|""laurel""|""solved""|""what do you hear""|""explain yanny or laurel""|""science of yanny or laurel""|""the science of yanny vs. laurel""|""cloe feldman""|""jacksfilms""|""SOLVED: Yanny or Laurel""|""the science of audio illusions""|""frequency""|""pitch""|""audio tricks""|""yanny or laurel""|""casey neistat tech review""|""yaurel""|""which do you hear""|""the science of yanny""|""the science of laurel""|""the dress""|""what colour is this dress""|""Do you hear yanny or laurel""|""don't flinch""|""why i'm so scared""",42799458,564804,33554,180913,https://i.ytimg.com/vi/yDiXQl7grPQ/default.jpg,False,False,False,"Yanny vs. Laurel audio illusion solved! PHEW FINALLY!Listen to our new PODCAST: https://apple.co/2L7AZzKOr search SIDENOTE wherever you get your podcasts.Created by: Mitchell Moffit and Gregory BrownWritten by: Rachel Salt, Greg Brown & Mitch MoffitIllustrated by: Max SimmonsEdited by: Sel GhebrehiwotFOLLOW US!Instagram and Twitter: @whalewatchmeplz and @mitchellmoffit Clickable: http://bit.ly/16F1jeC and http://bit.ly/15J7ubeAsapINSTAGRAM: https://instagram.com/asapscience/Facebook: http://facebook.com/AsapSCIENCETwitter: http://twitter.com/AsapSCIENCETumblr: http://asapscience.tumblr.comSNAPCHAT US 'whalewatchmeplz' and 'pixelmitch'Created by Mitchell Moffit (twitter @mitchellmoffit) and Gregory Brown (twitter @whalewatchmeplz).Send us stuff!ASAPSCIENCE INC.P.O. Box 93, Toronto PToronto, ON, M5S2S6References/Further Reading:https://www.theatlantic.com/technology/archive/2018/05/dont-rest-on-your-laurels/560483/ A Linguist Explains Why 'Laurel' Sounds Like 'Yanny'https://www.popsci.com/yanny-laurel-scientific-evidence Yanny vs. Laurel is ‘The Dress of 2018'—but these sound experts think they can end the debate right nowhttps://www.theverge.com/2018/5/15/17358136/yanny-laurel-the-dress-audio-illusion-frequency-sound-perception Yanny or Laurel? The science behind the audio version of The Dresshttps://www.cnn.com/2018/05/15/health/yanny-laurel-audio-social-media-trnd/index.html Laurel or Yanny? What science has to sayhttps://www.theguardian.com/technology/2018/may/16/yanny-or-laurel-sound-illusion-sets-off-ear-splitting-argumentsYanny or Laurel: why do some people hear a different word? https://www.vox.com/2018/5/15/17357684/yanny-or-laurel-audio “Yanny” or “Laurel”: the audio clip that’s tearing the internet apartYanny Laurel vote audio illusion the dress Do you hear Yanny or Laurel Cloe Feldman What Do You Hear?!",5
oWw1BcFhk-k,18.29.05,Liam Payne & J Balvin - Familiar (Official Video),LiamPayneVEVO,10,2018-05-04 11:00:07+00:00,"Liam|""Payne""|""Familiar""|""Capitol""|""Pop""",42390420,554509,18381,21650,https://i.ytimg.com/vi/oWw1BcFhk-k/default.jpg,False,False,False,"Familiar, the brand new single from Liam Payne & J Balvin. Download or stream the track now: http://liamp.co/FamiliarSingleIDJ Balvin ManLiam Payne, Ma GWoah It's simple, you dip lowYour hips roll you do the calypsoAn intro is all that I needOh yeahYo empiezo, primeroTu sabes lo que me refieroDe cero, sabes que estoy pa ti Oh ooh I just wanted to get your nameBut if it's cool I wanna get inside your brain Can we get famili famili famili familiarI'm feelin' I'm feelin’ I'm feelin’ I'm feelin’ yaWhat's on your mind for later tonight?Let me be the one to fill it upCan we get famili famili famili familiarI'm feelin' I'm feelin’ I'm feelin’ I'm feelin’ yaWhat's on your mind for later tonight?Let me be the one to fill it upCan we getYour waistline, the bass lineIn real life don’t wanna no FaceTimeCos great minds they think just the sameYou're shaped like vibratoA model or some kinda bottleWell pour up cos I want a taste, a taste Oh ooh I just wanted to get your nameSolo queria tu nombre babyBut if it's cool I wanna get inside your brainCan we get famili famili famili familiar I'm feelin' I'm feelin’ I'm feelin’ I'm feelin’ ya What's on your mind for later tonight?Let me be the one to fill it upCan we get famili famili famili familiarI'm feelin' I'm feelin’ I'm feelin’ I'm feelin’ yaWhat's on your mind for later tonight?Let me be the one to fill it upCan we getAh Ah Ah AhFamiliarAh Ah Ah Ah, Ah AhAh Ah Ah AhFamiliarLet me be the one to fill it upCan we get Ah Ah Ah AhFamiliarAh Ah Ah Ah, Ah AhAh Ah Ah AhFamiliarLet me be the one to fill it upCan we get Quisiera que tu y yo nos familiarizemosUn poco de quimica y el party prendemosolvida las criticas si nos entedemosQue tu cree si en tu mente nos metemosSeñorita Que necesitaSeria mucho mejor si participas Asi de lejos no mejor cerquita Yo voy hacerte todo lo que me permitasY sabes que lo que te pones te queda bienY me caes mucho mejor que un billete de, Cien! Can we get famili famili famili familiarI'm feelin' I'm feelin' I'm feelin' I’m feelin’ yaWhat's on your mind for later tonight?Let me be the one to fill it upCan we get famili famili famili familiarI'm feelin' I'm feelin' I'm feelin' I’m feelin’ yaWhat's on your mind for later tonight?Let me be the one to fill it upCan we getAh Ah Ah AhFamiliarAh Ah Ah Ah, Ah AhAh Ah Ah AhFamiliarLet me be the one to fill it upCan we getAh Ah Ah AhFamiliarAh Ah Ah Ah, Ah AhAh Ah Ah AhFamiliarLet me be the one to fill it upCan we getFollow Liam onFacebook http://liamp.co/FacebookTwitter http://liamp.co/Twitter Instagram http://liamp.co/InstagramSnapchat  @liampayneWebsite http://liamp.co/OfficialMusic video by Liam Payne performing Familiar. © 2018 Hampton Records Limited, under exclusive licence to Capitol Records, a division of Universal Music Operations Limitedhttp://vevo.ly/0DAxJY",5
n_W54baizX8,18.14.06,Daddy Yankee - Hielo (Video Oficial),Daddy Yankee,10,2018-05-18 14:00:04+00:00,"daddy yankee reggaeton|""daddy yankee youtube""|""music daddy yankee""|""daddy""|""gasolina daddy yankee""|""shaky shaky""|""music video daddy yankee""|""Daddy Yankee Dura""|""Daddy Yankee""|""Hielo""|""Daddy Yankee Hielo""|""Hielo Daddy Yankee""|""Daddy""|""Yankee""|""Reggaeton""|""Audio""|""Music Video""|""Official Audio""|""Daddy Yankee Oficial""|""Music Daddy""|""Dura""|""Daddy Yankee YouTube""|""Daddy Yankee Mp3""|""Daddy Yankee Reggaeton""|""music Daddy Yankee""|""Daddy y Yankee""|""trap latino""",41803845,628861,42833,39363,https://i.ytimg.com/vi/n_W54baizX8/default.jpg,False,False,False,"Daddy Yankee - Hielo (Video Oficial)Spotify: https://goo.gl/LPP4j9Apple Music: https://goo.gl/s8omcvGoogle Play: https://goo.gl/d9V2VVTidal: https://goo.gl/44UiYxDeezer: https://goo.gl/11jHihFacebook-http://goo.gl/QYZ53aTwitter-http://goo.gl/AzaR8o Instagram-http://goo.gl/a6F7gz www.daddyyankee.comDaddy Yankee - Dura (Video Oficial)https://www.youtube.com/watch?v=sGIm0-dQd8MHIELOTe han contado mil cosas de miNo se equivocaron, te hablaron claroPero si quieres ganar mi corazónTiene algo malo, te hablaré claroYo soy hielo, hielo, hieloYo soy hielo, hielo, hieloYo soy hielo, hielo, hieloYo soy hielo, hielo, hielo Dijeron que en cuartel tienen una foto con mi nombrePorque desapareció un buen hombreAquel pasado yo lo maté Las gatas no caben en la piscina Parece la NASA mi marquesina Alquilo el amor sin dar propinaCambié por el poder de una vaginaYo no soy para ti tú no eres para mi no cabes en mi kingEn el juego de damas cuando una me llama la hago mi queen (Coroné!)De todo lo vivido ya aprendíLa realidad es que en el mundo vivimo asíQuieren al maloOdian al buenoDeje de ser un remedio ahora soy venenoQuieren al maloOdian al buenoTengo los sentimientos bajo ceroTe han contado mil cosas de miNo se equivocaron, te hablaron claroPero si quieres ganar mi corazónTiene algo malo, te hablaré claroYo soy hielo, hielo, hieloYo soy hielo, hielo, hieloYo soy hielo, hielo, hieloYo soy hielo, hielo, hielo No creo en caritas prettyCrudo como New York CityLas tratas primera clase y cogen viaje como spiritLo que no te mata te hace mas frío y mas cruelPréstame tu corazón pa’ congelarlo en el motel eh!Mi cansé de regalar mi confianzaDe tantas puñaladas me quedao’ sin espaldaQuien me haga algo le dejo las cuentas saldasJalé to’ el peso de la venganza a mi balanza porqueQuieren al maloOdian al buenoDeje de ser un remedio ahora soy venenoQuieren al maloOdian al buenoTengo los sentimientos bajo ceroTe han contado mil cosas de miNo se equivocaron, te hablaron claroPero si quieres ganar mi corazónTiene algo malo, te hablaré claroYo soy hielo, hielo, hieloYo soy hielo, hielo, hieloYo soy hielo, hielo, hieloYo soy hielo, hielo, hieloThis is the official Youtube channel from urban music legend, Daddy Yankee who has sold over 40 million records on his career. Major hits are Gasolina, Pose, Rompe, Dura, Despacito, among others. For product integration contact: info@nevarezpr.com",5
VY1eFxgRR-k,18.14.06,Selena Gomez - Back To You,SelenaGomezVEVO,10,2018-06-05 14:00:07+00:00,"Selena|""Gomez""|""Back""|""To""|""You""|""PS""|""Pop""",35181079,1323550,48192,71176,https://i.ytimg.com/vi/VY1eFxgRR-k/default.jpg,False,False,False,"Get 'Back To You,' out now: http://smarturl.it/BackToYouSG Get exclusive Selena Gomez merch, available at: http://smarturl.it/SelenaStoreSign-up to be the first to hear news from Selena: http://smarturl.it/SelenaGomez.NewsBest of Selena Gomez https://goo.gl/mgJg2sSelena Gomez Audio https://goo.gl/dmJYbdSubscribe for more https://goo.gl/2bTuprMusic video by Selena Gomez performing Back To You. © 2018 Interscope Recordshttp://vevo.ly/8Us4Me",6
J2HytHu5VBI,18.14.06,we broke up,David Dobrik,22,2018-06-05 04:54:35+00:00,"lizzza|""lizza""|""liza""|""koshy""|""david""|""dobrik""|""vlog""|""vlogger""|""how""|""to""|""realtionship""|""boyfriend""|""girlfriend""|""dating""|""date""|""first""|""time""|""funny""|""kiss""|""break""|""up""|""slpit""|""serious""|""youtuber""|""challenge""|""try""|""not""|""love""|""you""",33627806,2032463,101678,320194,https://i.ytimg.com/vi/J2HytHu5VBI/default.jpg,False,False,False,"Sorry we didn't let you know sooner... we wanted to be comfortable talking about it :) All is good tho.. Ill be back to putting snakes on liza as soon as I can find a cobra! Love yalllSubscribe to My favorite Ex- Girlfriend Liza: https://www.youtube.com/channel/UCxSz6JVYmzVhtkraHWZC7HQ BUY TICKETS TO OUR SUMMER TOUR HERE: http://viewstour.com/   CHECKOUT OUR PODCAST WHERE WE TALK ABOUT RELATIONSHIPS:  https://itunes.apple.com/us/podcast/views-with-david-dobrik-and-jason-nash/id1236778275?mt=2   ALL DAVID DOBRIK CLOTHES 15% OFF HERE: https://fanjoy.co/collections/david-dobrik        ADD ME ON SNAPCHAT TO KEEP UP WITH OUR VEGAS TRIP: @Daviddobrik  WATCH MY NEW HOUSE TOUR HERE: https://www.youtube.com/watch?v=C4yECzFCdZk&t=26s   Comment how much you love our bunny if you read this!!ADD ME ON SNAPCHAT TO BE INVITED TO OUR HOUSE NEXT: @DavidDobrikThanks for watching :) Throww it a like if you like throwing stuff!Turn my notifications on these to be the next shoutout!!Twitter: @DavidDobrikInstagram: @DavidDobrikSnapchat: @DavidDobrikVine: @DavidDobrikMusically: @DavidDobrikBusiness email: daviddobrikbusiness@gmail.comOther people in the video:Liza- Twitter; @lizakoshy Instagram; @lizakoshy Snapchat; @lizakoshysnapsAlex Ernst- Twitter; @AlexErnst Instagram; @Ernst Snapchat; @AlexErnstJason Nash- Twitter and Instagram; @JasonNashJosh Peck- Instagram: @shuapeck Twitter: @Itsjoshpeck Snapchat: @joshuapeckScottysire- Twitter; @imnotscottysire Instagram; @VanillaDingDongToddysmith- Twitter; @todderic_ Instagram; @todderic_Zane- Twitter; @Zane Instagram; @Zane Snapchat; @ZaneHijaziDom: Instagram/Twitter: @DomZeglaitisThe Gabbie Show- Twitter; @TheGabbieShow Instagram; @TheGabbieShow Snapchat; @TheGabbieShowCorinna- Snapchat/Twitter/Instagram: @CorinnaKopfBignik- Twitter: @BigNik Instagram: @RealBigNik Snapchat; @BignikVineHeath- Twitter; @HeathHussar Instagram; @HeathHussar Snapchat; @HeathHussarSeth - @sethfrancoisJonah Hill- Insta: @nickantonyanBrandon Calvillo- Twitter; @BJCalvillo Instagram; @BJCalvillo Snapchat; @BJCalvilloMatt King - Twitter/Instagram/Snapchat: @MattRKingCarly incontro- Twitter/Instagram: @CarlyIncontroErin Gilfoy- Twitter and Instagram: goddess_eriu Snapchat: erin_gilfoyJack Dytrych: Twitter: @BigJuicyJack Instagram: jdytrych22Cailee: Twitter/Instagram: @CaileeRaeMusic Lindsey: @lindseygrollJulia Abner- Instagram; @JuliaAbnerElton Castee- Twitter; @EltonCastee, Instagram; @EltonCasteeMeghan McCarthy- Twitter: @MeghanWMcCarthyJcyrus snapchat: @Jcyrusvine .",6
g4Hbz2jLxvQ,18.14.06,SPIDER-MAN: INTO THE SPIDER-VERSE - Official Trailer (HD),Sony Pictures Entertainment,24,2018-06-06 13:00:04+00:00,"Shameik Moore|""Hailee Steinfeld""|""Mahershala Ali""|""Jake Johnson""|""Liev Schreiber""|""SONY PICTURES""|""SPIDER-MAN""|""SPIDER-MAN: INTO THE SPIDER-VERSE""|""Phil Lord""|""Chris Miller""|""Miles Morales""|""Peter Parker""|""Spider-man: Homecoming""|""Spider-man animated""|""Spiderman""|""Marvel Cinematic Universe""|""Marvel""|""Stan Lee""|""Ultimate Spider-man""|""Spiderverse""|""Spider-man sequel""|""Spider Gwen""|""Official Trailer""|""Spider-verse Trailer""|""Lily Tomlin""|""Brian Tyree Henry""",22713067,450315,21428,45545,https://i.ytimg.com/vi/g4Hbz2jLxvQ/default.jpg,False,False,False,"What makes you different is what makes you Spider-Man. Watch the new Spider-Man: Into The #SpiderVerse trailer now - in theaters this Christmas.Subscribe to Sony Pictures for exclusive content: http://bit.ly/SonyPicsSubscribe  Follow us on Social:https://www.facebook.com/SpiderVerseMovie https://www.twitter.com/SpiderVersehttps://www.instagram.com/SpiderVerseMoviePhil Lord and Christopher Miller, the creative minds behind The Lego Movie and 21 Jump Street, bring their unique talents to a fresh vision of a different Spider-Man Universe, with a groundbreaking visual style that’s the first of its kind.  Spider-Man™: Into the Spider-Verse introduces Brooklyn teen Miles Morales, and the limitless possibilities of the Spider-Verse, where more than one can wear the mask. Cast:                                                                   Shameik MooreHailee SteinfeldMahershala AliJake JohnsonLiev SchreiberBrian Tyree HenryLuna Lauren VelezLily Tomlin",6
V15BYnSr0P8,18.14.06,Live It Up (Official Video) - Nicky Jam feat. Will Smith & Era Istrefi (2018 FIFA World Cup Russia),NickyJamTV,10,2018-06-08 11:58:38+00:00,"Nicky Jam|""NickyJamPR""|""latin""|""will smith""|""Era Istrefi""|""fifa world cup 2018""|""fifa world cup russia 2018""|""world cup 2018""|""russia 2018""|""fifa world cup""|""equis""|""diplo""|""era istrefi""|""ultra music""|""la industria inc""|""manuel turizo""|""valentino""|""alikilados""|""brytiago""|""jbalvin""|""maluma""|""bad bunny""|""ozuna""|""cancion del mundial 2018""|""cancion fifa 2018""|""shakira""|""waka waka""|""ricky martin""|""la copa de la vida""|""james rodriguez""|""cristiano ronaldo""|""messi""|""neymar""",20409647,568680,44854,64390,https://i.ytimg.com/vi/V15BYnSr0P8/default.jpg,False,False,False,Nicky Jam feat. Will Smith & Era Istrefi - Live It Up (Official Song 2018 FIFA World Cup Russia) [Video] Prod by DiploMaking the song : https://www.youtube.com/watch?v=PKuCid_SUHQ&feature=youtu.beAvailable on these digital platforms:Linkfire: https://sml.lnk.to/LiveItUpSpotify: http://smarturl.it/LiveItUpSiTunes: http://smarturl.it/LiveItUpiTApple Music: http://smarturl.it/LiveItUpAMusic video by Nicky Jam feat. Will Smith & Era Istrefi - Live It Up (Official Song 2018 FIFA World Cup Russia) (C) 2018 Sony Music Entertainment US Latin LLC,6
fAIX12F6958,18.14.06,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,Paramount Pictures,1,2018-06-05 07:00:01+00:00,[none],19864779,228670,16420,46318,https://i.ytimg.com/vi/fAIX12F6958/default.jpg,False,False,False,"Every adventure has a beginning. Watch the official teaser trailer for Bumblebee, starring Hailee Steinfeld and John Cena. Directed by Travis Knight. #BumblebeeMovie hits theatres this Christmas.Facebook: https://www.facebook.com/BumblebeeMovieTwitter: https://twitter.com/BumblebeeMovieInstagram: https://www.instagram.com/BumblebeeMovieParamount Pictures Corporation (PPC), a major global producer and distributor of filmed entertainment, is a unit of Viacom (NASDAQ: VIAB, VIA), home to premier global media brands that create compelling television programs, motion pictures, short-form content, apps, games, consumer products, social media experiences, and other entertainment content for audiences in more than 180 countries.Connect with Paramount Pictures Online:Official Site: http://www.paramount.com/Facebook: https://www.facebook.com/ParamountInstagram: http://www.instagram.com/ParamountPicsTwitter: https://twitter.com/paramountpicsYouTube: https://www.youtube.com/user/Paramount",6
v-dfygYIfLs,18.14.06,Old School Trick Shots | Dude Perfect,Dude Perfect,17,2018-06-04 21:55:13+00:00,"dude perfect|""dude perfect stereotypes""|""dude perfect water bottle flip""|""bottle flip""|""water bottle flip""|""dude perfect bottle flip""|""dude perfect basketball""|""dp""|""dude perfect world record""|""edition""|""nerf""|""trick shots""|""trick shot""|""family""|""ping pong""|""bowling""|""clean""|""family friendly""|""bubble wrap""|""soccer""|""football""|""spinner""|""spinners""|""fidget spinners""|""dude""|""old""|""man""|""school""|""elder""|""uncle""|""drew""|""movie""|""kyrie""|""irving""|""shaq""|""85 year old""|""old man""|""UNT""|""north""|""texas""|""uncle drew""",13782417,441898,9947,38539,https://i.ytimg.com/vi/v-dfygYIfLs/default.jpg,False,False,False,"It’s time to look old! Special thanks to the Uncle Drew movie for sponsoring this video! Click here to get your tickets now: http://dudeperfect.com/UncleDrewMovieDon’t miss Kyrie, Shaq, and the rest of their crew of NBA all stars channel their old-man alter egos when Uncle Drew hits theaters on June 29th.► Click HERE to subscribe to Dude Perfect! http://bit.ly/SubDudePerfectMusic by Sam Tinnesz - Legends Are Made► Click HERE to download: http://dudeperfect.com/LegendsAreMade► Click HERE to watch our most recent videos! http://bit.ly/NewestDudePerfectVideoshttp://bit.ly/NewestDPVideos► SHOP our NEW Merchandise! - http://bit.ly/DPStore►Click HERE to join the exclusive Dude Perfect T-Shirt Club! http://bit.ly/DPTShirtClubPlay our NEW iPhone game!► PLAY Endless Ducker on iPhone -- http://smarturl.it/EndlessDucker► PLAY Endless Ducker on Android -- http://smarturl.it/EndlessDucker► VISIT our NEW STORE - http://bit.ly/DPStore► JOIN our NEWSLETTER - http://bit.ly/DPNewsletterEndCard► WATCH our STEREOTYPES - http://bit.ly/StereotypesPlaylistIn between videos we hang out with you guys on Instagram, Snapchat, Twitter, and Facebook so pick your favorite one and hang with us there too!http://Instagram.com/DudePerfecthttp://bit.ly/DudePerfectSnapchathttp://Twitter.com/DudePerfecthttp://Facebook.com/DudePerfectDo you have a GO BIG mindset? See for yourself in our book Go Big. ►http://amzn.to/OYdZ2sA special thanks to those of you who play our iPhone Games and read our book. You guys are amazing and all the great things you tell us about the game and the book make those projects so worthwhile for us! Dude Perfect GAME - http://smarturl.it/DPGameiPhoneDude Perfect BOOK - Go Big - http://amzn.to/OYdZ2sClick here if you want to learn more about Dude Perfect:http://www.dudeperfect.com/blog-2/Bonus points if you're still reading this! Comment: Do old school editor edition 2!As always...Go Big and God Bless!- Your friends at Dude PerfectBusiness or Media, please contact us at: Dude@DudePerfect.com------------5 Best Friends and a Panda.If you like Sports + Comedy, come join the Dude Perfect team!Best known for trick shots, stereotypes, battles, bottle flips, ping pong shots and all around competitive fun, Dude Perfect prides ourselves in making the absolute best family-friendly entertainment possible! Welcome to the crew! Pound it. Noggin. - Dude Perfect",6
