video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
lXZiKYpRCa0,18.04.03,Nintendo Switch 1 Year Anniversary Dev. Talk - ft. Mr. Takahashi,Nintendo,20,2018-03-03T17:00:03.000Z,"nintendo|""play""|""play nintendo""|""game""|""gameplay""|""fun""|""video game""|""kids""|""action""|""adventure""|""rpg""|""nintendo switch""|""joy con""|""pro controller""|""handheld""|""docked""|""general manager""|""entertainment planning""|""development""|""developer""|""dev talk""|""dev chat""|""General Manager of EPD""|""executive""|""nintendo executive""|""mario kart""|""mario kart 8 deluxe""|""classic mario kart""|""1-2-switch""|""12 switch""|""ball count""|""conductor""",154038,9176,213,2053,https://i.ytimg.com/vi/lXZiKYpRCa0/default.jpg,False,False,False,"Shinya Takahashi shares his thoughts on the first year of #NintendoSwitch, his favorite #MarioKart, and more!\n\nLearn more about Nintendo Switch! https://www.nintendo.com/switch\n\n#NintendoSwitch #MarioKart #12Switch\n\nSubscribe for more Nintendo fun! https://goo.gl/09xFdP\n\nVisit Nintendo.com for all the latest! http://www.nintendo.com/\n\nLike Nintendo on Facebook: http://www.facebook.com/Nintendo\nFollow us on Twitter: http://twitter.com/NintendoAmerica\nFollow us on Instagram: http://instagram.com/Nintendo\nFollow us on Pinterest: http://pinterest.com/Nintendo\nFollow us on Google+: http://google.com/+Nintendo"
-VgOGzBcMIg,18.02.06,Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix,Netflix,24,2018-06-01T02:00:00.000Z,"Netflix|""Trailer""|""Netflix Original Series""|""Netflix Series""|""television""|""movies""|""streaming""|""movies online""|""television online""|""documentary""|""comedy""|""drama""|""08282016NtflxUSCAN""|""watch movies""|""Queer Eye""|""Betty Who""|""Pride""|""Happy Pride""|""Pride Month""|""LGBTQ""|""LGBTQIA""|""Queer""|""Fab 5""|""Fab Five""|""Antoni""|""Karamo""|""Bobby""|""Tan""|""Jonathan""|""JVN""|""music video""|""Bobby Berk""|""Karamo Brown""|""Antoni Porowski""|""Jonathan Van Ness""|""Tan France""|""pop""|""dance""|""SOTS""|""song of the summer""|""PLvahqwMqN4M0_eOsCRg4rInOe-yxm0uAr""",155387,6153,576,666,https://i.ytimg.com/vi/-VgOGzBcMIg/default.jpg,False,False,False,"NEW EPISODES JUNE 15!Happy Pride, henny! Things just keep getting better. Betty Who has teamed up with the Fab 5 to revamp the Queer Eye Theme song.  New episodes begin streaming June 15 only on Netflix. Listen to the song: http://bettywho.lnk.to/queereyeWatch Queer Eye on Netflix: https://www.netflix.com/in/title/80160037SUBSCRIBE: http://bit.ly/29qBUt7About Netflix:Netflix is the world's leading internet entertainment service with 125 million members in over 190 countries enjoying more than 140 million hours of TV shows and movies per day, including original series, documentaries and feature films. Members can watch as much as they want, anytime, anywhere, on nearly any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Netflix Online:Visit Netflix WEBSITE: http://nflx.it/29BcWb5Like Netflix Kids on FACEBOOK: http://bit.ly/NetflixFamilyLike Netflix on FACEBOOK: http://bit.ly/29kkAtNFollow Netflix on TWITTER: http://bit.ly/29gswqdFollow Netflix on INSTAGRAM: http://bit.ly/29oO4UPFollow Netflix on TUMBLR: http://bit.ly/29kkemTQueer Eye | Theme Song (All Things) Feat. Betty Who | Netflixhttp://youtube.com/netflix"
qTJs_9Ckc60,18.07.05,CATHY'S Awksome Adventure! ft. Domics,Wong Fu Productions,24,2018-05-04T20:55:56.000Z,"animation|""domics""|""d0mics""|""cartoon""|""pixar""|""awkward""|""awksome""|""adventure""|""Jomm""|""ehlboy""|""disney""|""anime""|""stop motion""",158399,9250,110,534,https://i.ytimg.com/vi/qTJs_9Ckc60/default.jpg,False,False,False,BIG NEWS! Cathy and Michael have a baby on the way! Wish them congrats down below! #tinylilbiggsHuge thanks to the very talented and good friend Dom for helping us continue this series! This collaboration was made possible by our Careholders. Join our Patreon today! https://www.patreon.com/wongfuproductionsAnimation byDomics https://youtube.com/d0micsJomm https://youtube.com/FlashJ0mmEhlboy https://www.youtube.com/ehlboyWritten & Voiced byCathy Nguyen Banaag https://www.instagram.com/yeeitscathyWatch past Awksome Adventures!#1 Philip Wang http://youtu.be/7-JEBZKK5KQ#2 Chris Dinh https://youtu.be/SYviejdQBvI#3 Wesley Chan https://youtu.be/o0AIYvr9WVQSUBSCRIBE: https://www.youtube.com/user/WongFuProductions/featuredPATREON: https://patreon.com/wongfuproductionsFACEBOOK: ‪https://facebook.com/wongfuproductionsINSTAGRAM OFFICIAL: ‪https://www.instagram.com/wongfupro/TWITTER OFFICIAL: ‪https://twitter.com/wongfuproSTORE: ‪https://www.gianthugs.com/collections/wong-fu-productionsOFFICIAL WEBSITE: ‪https://wongfuproductions.com
KQRq9FZqNj0,18.07.04,John Legend - A Good Night ft. BloodPop®,johnlegendVEVO,10,2018-04-06T14:00:03.000Z,"A Good Night|""Columbia""|""John Legend feat. BloodPop®""|""R&B""",159011,8709,159,616,https://i.ytimg.com/vi/KQRq9FZqNj0/default.jpg,False,False,False,John Legend's A Good Night (Official Video)\n\nCaptured entirely on Google Pixel 2\n\nGet the single: http://smarturl.it/AGoodNight?IQid=yt\n\nFollow John Legend:\nWebsite: http://www.johnlegend.com/\nFacebook: https://www.facebook.com/johnlegend\nTwitter: https://twitter.com/johnlegend\nInstagram: https://www.instagram.com/johnlegend/ \nSnapchat: https://www.snapchat.com/add/johnlegend\n\nhttp://vevo.ly/x7eanA
wAQ7autd61g,18.17.03,The Final Countdown - Europe (Vintage Cabaret Cover) ft. Gunhild Carling,PostmodernJukebox,10,2018-03-15T17:36:12.000Z,"the final countdown|""gunhild carling""|""europe""|""cabaret""|""trombone""|""swedish""|""band""|""vintage""|""europe cover""|""the final countdown cover""|""europe the final countdown""|""the final countdown europe""|""europe the final countdown cover""|""the final countdown europe cover""|""europe cover the final countdown""|""the final countdown cover europe""|""final countdown cover""|""europe final countdown""|""final countdown europe""|""europe final countdown cover""|""final countdown""|""gunhild carling pmj""",162446,10489,235,463,https://i.ytimg.com/vi/wAQ7autd61g/default.jpg,False,False,False,"Postmodern Jukebox vintage cover of The Final Countdown by Europe ft. Gunhild Carling. | Get the song: http://smarturl.it/pmjoutside | Show Tix: http://smarturl.it/tourpmjyt  | Subscribe: http://bit.ly/subPMJ | Next, Straight Up (Cover): http://bit.ly/2DuIUSC\n\nIn honor of our current Europe tour, here's the famous song by Europe (the band!), performed by Swedish jazz virtuoso Gunhild Carling!\n\nSee Postmodern Jukebox LIVE: http://smarturl.it/tourpmjyt  | Tickets On Sale NOW for the US/Canada, UK, Europe, Australia/NZ, Asia — find over 100 dates on sale right NOW!\n\nFollow Postmodern Jukebox:\nFacebook: https://facebook.com/postmodernjukebox\nInstagram: https://instagram.com/pmjofficial/\nTwitter: https://twitter.com/pmjofficial\n\nWatch More Postmodern Jukebox:\nLatest Videos: https://youtube.com/playlist?list=PL7A4D9C100657150E\nPopular Videos: https://youtube.com/playlist?list=PLJZH8sevmMq5rnnzsmkbteoFOWCdBx24u\nWatch by Genre: https://youtube.com/user/ScottBradleeLovesYa/playlists?sort=dd&view=50&shelf_id=18\nWatch by Decade: https://youtube.com/user/ScottBradleeLovesYa/playlists?sort=dd&shelf_id=21&view=50\nWatch by Mood: https://youtube.com/user/ScottBradleeLovesYa/playlists?sort=dd&view=50&shelf_id=16\n\nListen to Postmodern Jukebox on:\niTunes: http://bit.ly/itunesPMJ\nSpotify: http://bit.ly/spotifyPMJ\nGoogle Play: http://bit.ly/googlePMJ\n____________________________________________\n\nFollow The Musicians:\nGunhild Carling (Vocals & Trombone)\nWebsite: http://gunhildcarling.net\nYouTube: https://youtube.com/channel/UCgl6hVVGcnpI0JKwRiZQsrQ\nInstagram: http://instagram.com/gunhildcarling\n\nScott Bradlee (Piano & Arrangement):\nYouTube: http://youtube.com/scottbradlee\nFacebook: http://facebook.com/scottbradleemusic\nInstagram: http://instagram.com/scottbradlee\nTwitter: http://twitter.com/scottbradlee\n\nEngineered by: Matt Rook Telford\nVideo by: Braverijah Sage\n____________________________________________\n\nTickets On Sale NOW at http://smarturl.it/tourpmjyt  for the US/Canada, UK, Europe, Australia/NZ, Asia — find over 100 dates on sale right NOW!"
q57eQqq9-IA,18.02.02,The Legend of Zelda: Breath of the Wild DLC Dev. Talk - ft. Mr. Aonuma & Mr. Fujibayashi,Nintendo,20,2018-01-31T18:25:09.000Z,"nintendo|""play""|""play nintendo""|""game""|""gameplay""|""fun""|""video game""|""kids""|""action""|""adventure""|""rpg""|""nintendo switch""|""pro controller""|""joy con""|""game of the year""|""breath of the wild""|""the legend of zelda""|""dlc""|""dlc 2""|""the champions ballad""|""motorcycle""|""lozbotw""|""expansion pass""|""revali""|""mipha""|""urbosa""|""daruk""|""shrine""|""equips""|""kass""|""champions' ballad""|""ancient""|""Divine Beast Tamer’s Trial""|""Tamer’s Trial""|""Mr. Aonuma""|""Mr. Fujibayashi""|""Producer""|""Director""|""Talk""|""insight""|""chat""|""discussion""|""panel""",163742,7445,108,1350,https://i.ytimg.com/vi/q57eQqq9-IA/default.jpg,False,False,False,"Get a behind-the-scenes look at The Champions’ Ballad with Mr. Aonuma and Mr. Fujibayashi, the Producer and Director of The Legend of Zelda: Breath of the Wild, as they share insight about the DLC.\n\nLearn more about DLC Pack 2 The Champions’ Ballad! https://goo.gl/AZHQe3\n\n#NintendoSwitch #LegendofZelda #BreathoftheWild\n\nSubscribe for more Nintendo fun! https://goo.gl/09xFdP\n\nVisit Nintendo.com for all the latest! http://www.nintendo.com/\n\nLike Nintendo on Facebook: http://www.facebook.com/Nintendo\nFollow us on Twitter: http://twitter.com/NintendoAmerica\nFollow us on Instagram: http://instagram.com/Nintendo\nFollow us on Pinterest: http://pinterest.com/Nintendo\nFollow us on Google+: http://google.com/+Nintendo"
YML2DM0K8DQ,18.23.03,Keith Urban - Coming Home (Lyric Video) ft. Julia Michaels,KeithUrbanVEVO,10,2018-03-21T04:00:01.000Z,"Keith|""Urban""|""Coming""|""Home""|""Capitol""|""Nashville""|""Country""",164214,3411,288,215,https://i.ytimg.com/vi/YML2DM0K8DQ/default.jpg,False,False,False,"Purchase Keith Urban’s latest music: http://umgn.us/keithurbanpurchase\nStream the latest from Keith Urban: http://umgn.us/keithurbanstream\nSign up to receive email updates from Keith Urban: http://umgn.us/keithurbanupdates\n\nWebsite: http://keithurban.net/\nFacebook: https://www.facebook.com/keithurban\nInstagram: http://instagram.com/KeithUrban\nTwitter: https://twitter.com/keithurban\n\nMusic video by Keith Urban performing Coming Home. © 2018 Hit Red Records, under exclusive license to UMG Recordings, Inc.\n\nhttp://vevo.ly/SWz4jM"
RyH8TWLribw,18.18.03,"The epic late-night Fortnite stream featuring Drake, JuJu Smith-Schuster, Ninja, Travis Scott | ESPN",ESPN,17,2018-03-16T19:06:48.000Z,"fortnite|""espn""|""ninja stream with drake""|""juju""|""ninja plays with drake""|""drake and ninja fortnite""|""smith-schuster""|""drake ninja travis scott""|""drake fortnite""|""stream""|""ninja fortnite drake""|""espn live""|""epic""|""fortnite stream""|""ninja""|""plays""|""with""|""drake""|""travis""|""scott""|""drake fortnite highlights""|""ninja stream""|""ninja fortnite""",174245,3600,223,551,https://i.ytimg.com/vi/RyH8TWLribw/default.jpg,False,False,False,"We trimmed down the epic late-night Fortnite stream featuring Drake, JuJu Smith-Schuster, Ninja and Travis Scott so that you can relive some of the best moments.\n\n✔ Subscribe to ESPN on YouTube: http://es.pn/SUBSCRIBEtoYOUTUBE\n✔ Watch Latest Episodes on WatchESPN: http://es.pn/LatestEpisodes\n✔ Watch ESPN on YouTube TV: http://es.pn/YouTubeTV\n\nGet more ESPN on YouTube:\n► First Take: http://es.pn/FirstTakeonYouTube\n► SC6 with Michael & Jemele: http://es.pn/SC6onYouTube\n► SportsCenter with SVP: http://es/pn/SVPonYouTube\n\nESPN on Social Media:\n► Follow on Twitter: http://www.twitter.com/espn\n► Like on Facebook: http://www.facebook.com/espn\n► Follow on Instagram: http://www.instagram.com/espn\n\nVisit ESPN on YouTube to get up-to-the-minute sports news coverage, scores, highlights and commentary for NFL, NHL, MLB, NBA, College Football, NCAA Basketball, soccer and more. \n\nMore on ESPN.com: http://www.espn.com"
ReV1rHycYzw,18.07.01,One At A Time | Alex Aiono ft T-Pain VR Video,Alex Aiono,10,2018-01-05T17:00:05.000Z,"alex aiono|""alex aiono and william singe""|""alex aiono and conor maynard""|""alex aiono original""|""original alex aiono""|""alex aiono originals""|""does it feel like falling alex aiono""|""question alex aiono""|""work the middle alex aiono""|""alex aiono does it feel like falling""|""alex aiono question""|""alex aiono woek the middle""|""alex aiono one at a time""|""one at a time alex aiono""|""VR videos""|""VR video""|""vr video""|""3840x3840""|""alex aiono t pain""|""alex aiono Tpain""",177486,16945,178,1090,https://i.ytimg.com/vi/ReV1rHycYzw/default.jpg,False,False,False,"Guys!! I hope you love our new video for One At A Time with T-Pain!! Watch in highest quality, it's much better ;)\n\nAvailable on digital platforms here : http://smarturl.it/OAAT\nPlease subscribe: https://www.youtube.com/user/AlexAiono, it means a lot to me !\n\nThank you YouTube for helping me bring this to life!\n\n\nDon't forget to follow me: \nFacebook: https://www.facebook.com/AlexAiono\nTwitter: https://twitter.com/alexaiono\nInstagram: https://www.instagram.com/alexaiono/\n\n[Intro: T-Pain]\nUh, yeah, yeah, yeah\nUh, yeah, yeah, yeah\nUh, yeah, yeah, yeah\nUh, yeah, yeah, yeah\n\n[Verse 1: Alex Aiono]\nObviously you got problems with me and we're probably not gonna solve 'em\nObviously you're not talking to me yet the silent treatment, girl you got 'em\nLaid back in the Maybach, got that ice all on your collar\nGive 'em back if you don't want 'em\nYou know I start from the bottom\n\nBaby, you're making the rules up, the rules up\nYou changed my life, girl I put the 2's up, the 2's up\nI made you comfortable, you put your shoes up, shoes up\nBaby just go ahead through your list\nBut I just wanna hear that shit\n\n[Chorus: Alex Aiono]\nOne at a time, oh\nOne at a time, oh\nOne at a time, oh\nI know that everything is my fault but just bring it all up one at a time, oh (one at a time, yeah, yeah)\nOne at a time, oh (one at a time, yeah, yeah)\nOne at a time, oh\nI know that everything is my fault but just bring it all up one at a time, oh\n \n\n[Verse 2: T-Pain]\nSeriously, she won't listen to me, what's the issue with me and my baby?\nSeriously, it's just getting to me, this shit really got me going crazy\nLate nights in the rave might be the thing that got you so lazy\nMemory must've got hazy\nHennessy don got you faded\n\nWhy you keep bringing them dudes up, them dudes up?\nI changed your life, I put twenty 2's up on your new truck\nYou know my money longer than a school bus, it ain't for you but\nI can't wait til I hear some of this list\nBut I just wanna hear this shit\n\n[Chorus: T-Pain & Alex Aiono]\nOne at a time, oh\nOne at a time, oh\nOne at a time, oh\nI know that everything is my fault but just bring it all up one at a time (one at a time, yeah, yeah), oh\nOne at a time (one at a time, yeah, yeah), oh\nOne at a time (one at a time, yeah, yeah), oh\nI know that everything is my fault but just bring it all up one at a time, oh\n\n[Bridge: Alex Aiono & T-Pain]\nBaby you know I ain't perfect\nSo let's put it all on the surface\nAnd I can tell you I'm worth it\nBut I'm gonna show you it one at a time\nYou know that you're special\nAnd sometimes I could be forgetful\nBut I can make the longest list telling you that you're the shit\n \n\n[Chorus: Alex Aiono]\nOne at a time (one at a time, yeah, yeah), oh\nOne at a time (one at a time, yeah, yeah), oh\nOne at a time (one at a time, yeah, yeah), oh\nI know that everything is my fault but just bring it all up one at a time (one at a time, yeah, yeah), oh\nOne at a time (one at a time, yeah, yeah), oh\nOne at a time (one at a time, yeah, yeah), oh\nI know that everything is my fault but just bring it all up one at a time\n\n[Outro: Alex Aiono & T-Pain]\nOne at a time, yeah, yeah\nOne at a time, yeah, yeah\nOne at a time, yeah, yeah\nOne at a time, at a time\nOh...\nI know that everything is my fault but just bring it all up"
oZYryYLYIsM,18.30.03,READY PLAYER ONE CEREAL COOKIES ft Joey Graceffa! - NERDY NUMMIES,Rosanna Pansino,26,2018-03-27T18:49:56.000Z,"diy|""do it yourself""|""how to""|""basic""|""simple""|""easy""|""step by step""|""guide""|""tutorial""|""cooking""|""chef""|""how to cook""|""how to make""|""how to bake""|""baking""|""decorating""|""vegetarian""|""cereal""|""capn crunch""|""captain crunch""|""icing""|""ready player one""|""movie""|""steven spielberg""|""joey""|""joey graceffa""|""guest""|""collab""|""collaboration""|""challenge""|""tasty""|""yummy""|""delicious""|""perfect""|""have to try""|""tips""|""amblin""|""fantasy""|""scifi""|""future""|""vr""|""virtual reality""|""ro""|""rosanna""|""rosanna pansino""|""hairstyle""|""makeup""|""pastry""|""from scratch""|""frosting""|""beginner""",178121,9489,147,2116,https://i.ytimg.com/vi/oZYryYLYIsM/default.jpg,False,False,False,Today I made Cap'n Crunch Cereal Key Cookies inspired by Ready Player One with my friend Joey Graceffa! Let me know down below what other videos you would like to see!\n\nJOEY'S LINKS: \nYouTube: https://www.youtube.com/JoeyGraceffa\nCrystal Wolf: https://www.crystalwolf.co/collections/all-styles\nChildren of Eden Book: https://amzn.to/2DZU9Tj\nFacebook: https://www.facebook.com/JoeyGraceffa\nInstagram: https://www.instagram.com/JoeyGraceffa\nTwitter: https://twitter.com/JoeyGraceffa\n \nORDER MY BAKING LINE: http://bit.ly/BakingLine\n\n*Order The Nerdy Nummies Cookbook here: http://www.NerdyNummiesCookbook.com\n\nFOLLOW ME HERE:\nWebsite: http://www.rosannapansino.com\nFacebook: http://www.facebook.com/rosannapansino\nTwitter: http://www.twitter.com/RosannaPansino\nInstagram: http://instagram.com/rosannapansino\nSnapchat: rosannapansino\n\nFOLLOW NERDY NUMMIES HERE:\nInstagram: http://www.instagram.com/NerdyNummies/\nFacebook: http://www.facebook.com/NerdyNummies/\nTwitter: http://twitter.com/nerdynummies\n\nThis is not a sponsored video. All products purchased by me.\n\nNERDY NUMMIES THEME SONG (Written and Produced by Dawin)\n*Buy on iTunes: http://tinyurl.com/NerdyNummiesSong
hFay0SVFxVI,18.05.05,Come What May (Official Video) - Featuring Aaron Tveit,Moulin Rouge! the Musical,24,2018-05-03T12:53:48.000Z,"moulin rouge|""broadway""|""moulin rouge musical""|""aaron tveit""|""broadway musical""|""musical""|""theatre""|""come what may""|""may day""|""may""",183713,3183,115,238,https://i.ytimg.com/vi/hFay0SVFxVI/default.jpg,False,False,False,"Moulin Rouge! the Musical presents Come What May featuring Aaron Tveit. See Baz Luhrmann's revolutionary film come to life on stage. The pre-Broadway world premiere begins June 27 at Boston's Emerson Colonial Theatre!Follow Moulin Rouge! the Musical:MoulinRougeMusical.com Twitter and Instagram: @MoulinRougeBDWYFacebook.com/MoulinRougetheMusicalOfficialDirector: Ezra HurwitzAssociate Producer: Neil MarshallDirector of Photography: Carlos ReyesCostumer: Leonard ChooHair & Makeup: Natasha LeibelAssociate Art Director: Juliana FrankovichFirst Assistant Camera: Alejandro VillegasFirst Assistant Camera: Davide SorasioSecond Assistant Camera: Andrea GavazziSteadicam Operator: by Lewis Reif Gaffer: Rommel GencianaKey Grip: Garland BerenzyBest Boy Electric: Chris BauerBest Boy Grip: Marcia Garcia DuqueSwing: Stephen RathierSwing: Patrick MullenJib Operator: Black Dog JibsProduction Assistants: Michael Sean Breeden, Forest Jade, Galen Robinson, Baptitste CarreraFilm Editor: Jonathan RedmondFlame Artist & Colorist: Christopher TangneyCreative Direction and Concept: RPM and PhaseII"
04aPsalAZQI,18.16.04,Tinashe ft. Offset: No Drama,The Tonight Show Starring Jimmy Fallon,23,2018-04-13T04:32:51.000Z,"The Tonight Show|""Jimmy Fallon""|""Tinashe""|""Offset""|""No Drama""|""NBC""|""NBC TV""|""Television""|""Funny""|""Talk Show""|""comedic""|""humor""|""snl""|""Fallon Stand-up""|""Fallon monologue""|""tonight""|""show""|""jokes""|""funny video""|""interview""|""variety""|""comedy sketches""|""talent""|""celebrities""|""video""|""clip""|""highlight""|""music""|""musical performance""|""the roots""|""Joyride""|""Nightride""|""Aquarius""|""Alternative R & B""|""R & B""|""pop""",195045,8885,237,933,https://i.ytimg.com/vi/04aPsalAZQI/default.jpg,False,False,False,"Music guest Tinashe performs No Drama, with special guest Offset, for the Tonight Show audience.\n\nSubscribe NOW to The Tonight Show Starring Jimmy Fallon: http://bit.ly/1nwT1aN\n\nWatch The Tonight Show Starring Jimmy Fallon Weeknights 11:35/10:35c\nGet more Jimmy Fallon: \nFollow Jimmy: http://Twitter.com/JimmyFallon\nLike Jimmy: https://Facebook.com/JimmyFallon\n\nGet more The Tonight Show Starring Jimmy Fallon: \nFollow The Tonight Show: http://Twitter.com/FallonTonight\nLike The Tonight Show: https://Facebook.com/FallonTonight\nThe Tonight Show Tumblr: http://fallontonight.tumblr.com/\n\nGet more NBC: \nNBC YouTube: http://bit.ly/1dM1qBH\nLike NBC: http://Facebook.com/NBC\nFollow NBC: http://Twitter.com/NBC\nNBC Tumblr: http://nbctv.tumblr.com/\nNBC Google+: https://plus.google.com/+NBC/posts\n\nThe Tonight Show Starring Jimmy Fallon features hilarious highlights from the show including: comedy sketches, music parodies, celebrity interviews, ridiculous games, and, of course, Jimmy's Thank You Notes and hashtags! You'll also find behind the scenes videos and other great web exclusives.\n\nTinashe ft. Offset: No Drama\nhttp://www.youtube.com/fallontonight"
vDyYMcjf500,18.26.05,The History of Fortnite Battle Royale - Did You Know Gaming? Feat. Remix,DidYouKnowGaming?,20,2018-05-24T19:00:24.000Z,"fortnite|""fortnite pc""|""fortnite battle royale""|""battle royale""|""fortnite save the world""|""fortnite mobile""|""fortnite facts""|""fortnite easter egg""|""ps4 fortnite""|""xbox fortnite""|""xbox one fortnite""|""thanos fortnite""|""fortnite game""|""battle royale fortnite""|""fortnight""|""fortnite ninja""|""ninja""|""gaming""|""history""|""dykgaming""|""didyouknowgaming""|""did you know gaming""|""dykg""|""fortnite battleroyale""|""epic games""|""playstation 4""|""ps4""|""xbox""|""xbox one""|""pc game""|""thanos""",204053,6092,1005,1033,https://i.ytimg.com/vi/vDyYMcjf500/default.jpg,False,False,False,"Thanks to Skillshare for sponsoring this video. The first 500 people to sign up at this link in the will get their first 2 months for free ► http://skl.sh/DYKSUBSCRIBE for more Fortnite Easter Eggs ► http://bit.ly/DYKG_SubscribeIn this episode, Did You Know Gaming takes a look at some facts, secrets, Easter eggs and the history of Fortnite Battle Royale. Fortnite is developed and published by Epic Games, and is available as a PC game, as well as appearing on the PlayStation 4 (PS4), Xbox One and mobile platforms such as iOS and Android. This video covers the game's origins as a tower defense game, how it entered the battle royale genre, and its relationship with pop culture such as the stream with Drake and Ninja, and the collaboration with Marvel to introduce Thanos.Follow DYKG on:Twitter: http://bit.ly/2oOavs2Instagram: http://bit.ly/2oO4jjAFacebook: http://bit.ly/2nIrFp9Website: http://bit.ly/NpYDbDVideo editing by Luis Illingworth @HeyRaguioResearch/Writing by Forrest LeeSources/Further Reading:https://www.eurogamer.net/articles/2011-12-12-epic-reveals-minecraft-inspiration-for-fortnitehttps://www.wired.com/2012/07/fortnite-unreal-engine-4/https://www.forbes.com/sites/johngaudiosi/2011/12/10/epic-games-new-franchise-fortnite-blends-survival-horror-with-tower-defense-strategy/#3ea711d6393f https://www.pcgamesn.com/fortnite/why-has-fortnite-taken-so-long https://www.polygon.com/2014/3/26/5542822/the-future-of-games-epic-games-tim-sweeney-fortnite-unreal-tournamenthttps://www.rollingstone.com/glixel/features/the-story-behind-fortnites-less-popular-mode-w518226 https://www.gamespot.com/articles/gears-of-war-dev-s-pc-exclusive-fortnite-has-diablo-like-looting/1100-6418846/https://www.pcgamer.com/fortnite-battle-royale-is-a-100-player-last-man-standing-mode-coming-this-month/https://www.gamasutra.com/view/news/315485/QA_How_Epic_pared_down_Fortnite_Battle_Royale_to_be_fast_and_approachable.phphttps://www.gamespot.com/articles/fortnites-huge-success-means-its-studios-other-gam/1100-6456179/https://www.rollingstone.com/glixel/features/the-evolution-of-the-worlds-largest-battle-royale-game-w515421https://www.kotaku.com.au/2012/09/the-evolution-of-fortnite-to-something-less-creepy/https://www.engadget.com/2011/12/11/cliff-b-talks-fortnite-theres-no-dudebros-in-it/https://www.eurogamer.net/articles/2017-08-11-the-big-cliff-bleszinski-interviewhttps://arstechnica.com/gaming/2017/09/fortnite-devs-inadvertently-prove-cross-console-play-is-possible/https://kotaku.com/teens-and-teachers-say-fortnite-mobile-is-destroying-so-1823997450https://www.vg247.com/2018/04/02/fortnite-mobile-now-warning-kids-stop-playing-class/https://waypoint.vice.com/en_us/article/59j9pk/teachers-and-parents-share-stories-from-inside-the-fortnite-phenomenonhttps://www.youtube.com/watch?v=Nkx3HzGF9uEhttps://kotaku.com/drake-says-hell-rap-about-fortnite-if-epic-makes-a-hotl-1825172527https://kotaku.com/fortnite-seems-to-be-overtaking-pubg-1823649466http://www.nme.com/news/music/drake-breaks-twitch-streaming-record-playing-fortnite-2265699https://www.forbes.com/sites/insertcoin/2018/04/21/you-can-now-officially-earn-a-fortnite-battle-royale-college-scholarship/#17a44d249fbehttps://www.gamespot.com/articles/fortnite-update-adds-thanos-gameplay-mode-patch-no/1100-6458795/http://pixelkin.org/2017/09/13/fortnite-adds-pubg-like-battle-royale-pvp-mode/"
08l0K3UyUXE,18.17.03,Rihanna Claps Back at Snapchat for Domestic Violence Ad Featuring Chris Brown,Inside Edition,25,2018-03-15T22:14:12.000Z,"cat-entertainment|""instagram""|""rihanna""|""snapchat""|""inside edition""|""domestic violence""|""chris brown""|""brown""|""chris""",211898,1778,196,469,https://i.ytimg.com/vi/08l0K3UyUXE/default.jpg,False,False,False,"Rihanna has a scathing message for Snapchat after the company posted an ad asking users whether they’d rather slap her or punch her ex, Chris Brown, in a game called “Would You Rather?” Brown pleaded guilty to assault after leaving Rihanna bloodied and bruised in 2009. Saying the ad made fun of victims of domestic violence, Rihanna took to Instagram, telling Snapchat, “Shame on you.” Snapchat has apologized for the ad and removed it from the app."
